epoch,samples,wer,wer_norm,cer,cer_norm
1,256,5.8671875,0.977864583333334,22.3046875,0.9293619791666669
2,256,5.36328125,0.8938802083333347,16.83984375,0.7016601562499998
3,256,5.1875,0.8645833333333338,15.7421875,0.655924479166667
4,256,5.45703125,0.9095052083333345,15.66015625,0.652506510416667
5,256,5.453125,0.9088541666666675,15.625,0.6510416666666666
6,256,5.5234375,0.9205729166666679,16.6953125,0.6956380208333334
7,256,4.9921875,0.8320312500000007,14.5703125,0.6070963541666674
8,256,5.125,0.8541666666666671,15.31640625,0.6381835937500001
9,256,5.43359375,0.9055989583333339,15.77734375,0.6573893229166664
10,256,5.109375,0.851562500000001,15.546875,0.6477864583333333
11,256,5.2578125,0.8763020833333345,15.4765625,0.6448567708333334
12,256,4.890625,0.8151041666666677,15.3828125,0.6409505208333337
