epoch,loss,val_loss
1,69.67495330558496,66.87915354694812
2,47.05891285887819,36.07567868498981
3,34.95959249687922,33.542214563050244
4,33.521586416940075,33.2701213468755
5,33.13906439135308,33.30326016421245
6,32.7997675220727,32.721856025269794
7,32.73143999519009,32.7028490540945
8,32.647215674762656,32.824254718528785
9,32.44476677289912,32.426646547269094
10,32.332428046375554,32.280709900831816
11,32.300415950324364,32.324876001038525
12,32.22679949352066,32.59705007136776
