epoch,samples,wer,wer_norm,cer,cer_norm
52,20,2.0,2.0,3.8,0.95
53,20,0.6,0.6,2.6,0.65
54,20,0.95,0.95,2.9,0.725
55,20,3.0,3.0,5.1,1.275
56,20,0.9,0.9,3.5,0.875
57,20,0.7,0.7,2.5,0.625
58,20,0.6,0.6,2.55,0.6375
59,20,0.7,0.7,2.8,0.7
60,20,0.7,0.7,2.95,0.7375
61,20,2.6,2.6,5.9,1.475
62,20,0.9,0.9,3.6,0.9
63,20,0.6,0.6,2.5,0.625
64,20,1.5,1.5,4.7,1.175
65,20,1.1,1.1,4.0,1.0
66,20,1.3,1.3,3.9,0.975
67,20,1.55,1.55,3.95,0.9875
68,20,0.9,0.9,3.8,0.95
69,20,0.9,0.9,3.3,0.825
70,20,1.2,1.2,4.75,1.1875
71,20,1.95,1.95,5.95,1.4875
72,20,2.3,2.3,6.4,1.6
73,20,1.2,1.2,4.8,1.2
74,20,1.2,1.2,4.8,1.2
75,20,2.1,2.1,7.5,1.875
76,20,1.85,1.85,6.4,1.6
77,20,3.2,3.2,7.85,1.9625
78,20,2.1,2.1,8.0,2.0
79,20,2.75,2.75,7.65,1.9125
80,20,2.55,2.55,7.7,1.925
81,20,2.1,2.1,7.3,1.825
82,20,1.6,1.6,5.55,1.3875
83,20,4.05,4.05,11.25,2.8125
84,20,2.5,2.5,7.55,1.8875
85,20,1.95,1.95,6.2,1.55
86,20,2.15,2.15,6.7,1.675
87,20,3.25,3.25,8.4,2.1
88,20,2.65,2.65,7.0,1.75
89,20,2.85,2.85,8.9,2.225
90,20,2.85,2.85,9.15,2.2875
91,20,1.9,1.9,7.0,1.75
92,20,2.25,2.25,6.55,1.6375
93,20,1.95,1.95,6.55,1.6375
94,20,3.2,3.2,9.05,2.2625
95,20,2.6,2.6,7.75,1.9375
96,20,2.4,2.4,7.8,1.95
97,20,2.4,2.4,7.35,1.8375
98,20,2.3,2.3,7.35,1.8375
99,20,1.75,1.75,5.85,1.4625
100,20,1.6,1.6,5.55,1.3875
101,20,1.8,1.8,5.9,1.475
102,20,2.15,2.15,6.05,1.5125
103,20,2.0,2.0,6.25,1.5625
104,20,2.15,2.15,6.75,1.6875
105,20,2.65,2.65,7.8,1.95
106,20,2.35,2.35,7.3,1.825
107,20,3.05,3.05,7.3,1.825
108,20,1.95,1.95,6.6,1.65
109,20,1.9,1.9,6.05,1.5125
110,20,3.15,3.15,10.2,2.55
111,20,2.7,2.7,7.9,1.975
112,20,3.15,3.15,9.05,2.2625
113,20,2.6,2.6,7.6,1.9
114,20,2.75,2.75,8.75,2.1875
115,20,2.0,2.0,5.85,1.4625
116,20,2.55,2.55,7.0,1.75
117,20,2.55,2.55,6.95,1.7375
118,20,2.4,2.4,7.8,1.95
119,20,2.65,2.65,7.75,1.9375
120,20,2.35,2.35,7.0,1.75
121,20,2.85,2.85,7.5,1.875
122,20,2.0,2.0,5.85,1.4625
123,20,1.95,1.95,5.85,1.4625
124,20,1.95,1.95,7.15,1.7875
125,20,2.75,2.75,9.1,2.275
126,20,2.75,2.75,7.5,1.875
127,20,2.5,2.5,8.15,2.0375
128,20,2.8,2.8,8.0,2.0
129,20,2.2,2.2,6.6,1.65
130,20,2.45,2.45,7.35,1.8375
131,20,2.45,2.45,8.2,2.05
132,20,2.65,2.65,8.15,2.0375
133,20,2.6,2.6,7.7,1.925
134,20,2.75,2.75,7.55,1.8875
135,20,3.1,3.1,8.7,2.175
136,20,2.65,2.65,9.1,2.275
137,20,3.2,3.2,9.65,2.4125
138,20,2.7,2.7,8.85,2.2125
139,20,3.05,3.05,8.9,2.225
140,20,2.9,2.9,8.8,2.2
141,20,2.9,2.9,8.5,2.125
142,20,2.7,2.7,8.1,2.025
143,20,2.65,2.65,9.15,2.2875
144,20,2.6,2.6,7.55,1.8875
145,20,2.85,2.85,8.5,2.125
146,20,2.95,2.95,9.15,2.2875
147,20,2.95,2.95,9.6,2.4
148,20,2.5,2.5,8.9,2.225
149,20,3.2,3.2,9.35,2.3375
150,20,2.65,2.65,8.45,2.1125
151,20,3.1,3.1,8.9,2.225
152,20,2.85,2.85,9.55,2.3875
153,20,3.2,3.2,9.6,2.4
154,20,2.5,2.5,8.45,2.1125
155,20,3.25,3.25,9.45,2.3625
156,20,2.65,2.65,7.5,1.875
157,20,3.45,3.45,9.1,2.275
158,20,2.45,2.45,8.35,2.0875
159,20,2.4,2.4,7.65,1.9125
160,20,3.2,3.2,8.55,2.1375
161,20,3.05,3.05,8.45,2.1125
162,20,2.65,2.65,8.5,2.125
163,20,2.4,2.4,8.7,2.175
164,20,2.35,2.35,8.3,2.075
165,20,2.5,2.5,7.3,1.825
166,20,2.35,2.35,7.9,1.975
167,20,2.55,2.55,8.35,2.0875
168,20,2.6,2.6,7.95,1.9875
169,20,2.25,2.25,7.7,1.925
170,20,3.8,3.8,10.8,2.7
171,20,1.4,1.4,4.75,1.1875
172,20,2.95,2.95,8.15,2.0375
173,20,2.7,2.7,7.35,1.8375
174,20,2.85,2.85,8.0,2.0
175,20,2.75,2.75,7.9,1.975
176,20,2.3,2.3,6.9,1.725
177,20,2.45,2.45,7.4,1.85
178,20,2.6,2.6,7.8,1.95
179,20,3.55,3.55,9.35,2.3375
180,20,2.9,2.9,7.8,1.95
181,20,2.5,2.5,8.2,2.05
182,20,3.05,3.05,9.9,2.475
183,20,2.65,2.65,7.85,1.9625
184,20,3.4,3.4,8.85,2.2125
185,20,2.95,2.95,8.25,2.0625
186,20,3.45,3.45,9.25,2.3125
187,20,2.65,2.65,7.85,1.9625
188,20,2.75,2.75,8.4,2.1
189,20,3.05,3.05,9.05,2.2625
190,20,2.85,2.85,8.8,2.2
191,20,2.95,2.95,9.0,2.25
192,20,2.95,2.95,8.55,2.1375
193,20,2.55,2.55,7.4,1.85
194,20,2.95,2.95,8.1,2.025
195,20,2.7,2.7,7.25,1.8125
196,20,2.65,2.65,6.95,1.7375
197,20,3.0,3.0,8.05,2.0125
198,20,2.75,2.75,8.5,2.125
199,20,2.8,2.8,8.75,2.1875
200,20,3.4,3.4,8.6,2.15
201,20,1.85,1.85,6.25,1.5625
202,20,3.4,3.4,10.5,2.625
203,20,2.65,2.65,7.9,1.975
204,20,2.15,2.15,6.6,1.65
205,20,2.4,2.4,6.95,1.7375
206,20,2.35,2.35,7.7,1.925
207,20,2.95,2.95,8.4,2.1
208,20,2.4,2.4,6.15,1.5375
209,20,1.85,1.85,5.95,1.4875
210,20,2.2,2.2,7.65,1.9125
211,20,2.35,2.35,7.6,1.9
212,20,2.4,2.4,8.1,2.025
213,20,2.4,2.4,7.95,1.9875
214,20,2.4,2.4,7.15,1.7875
215,20,2.65,2.65,7.6,1.9
216,20,2.95,2.95,8.0,2.0
217,20,2.9,2.9,7.9,1.975
218,20,3.15,3.15,8.95,2.2375
219,20,3.2,3.2,8.65,2.1625
220,20,3.1,3.1,9.95,2.4875
221,20,3.15,3.15,9.75,2.4375
222,20,3.15,3.15,9.55,2.3875
223,20,3.0,3.0,9.45,2.3625
224,20,2.8,2.8,8.95,2.2375
225,20,2.65,2.65,8.6,2.15
226,20,2.45,2.45,8.45,2.1125
227,20,2.65,2.65,8.9,2.225
228,20,2.6,2.6,8.85,2.2125
229,20,3.0,3.0,8.9,2.225
230,20,2.9,2.9,8.45,2.1125
231,20,2.55,2.55,8.8,2.2
232,20,3.0,3.0,9.25,2.3125
233,20,2.7,2.7,7.8,1.95
234,20,2.85,2.85,9.0,2.25
235,20,2.6,2.6,8.7,2.175
236,20,2.2,2.2,7.0,1.75
237,20,2.2,2.2,7.35,1.8375
238,20,2.95,2.95,8.9,2.225
239,20,2.6,2.6,8.0,2.0
240,20,2.5,2.5,7.65,1.9125
241,20,2.5,2.5,7.8,1.95
242,20,2.2,2.2,7.5,1.875
243,20,2.7,2.7,8.15,2.0375
244,20,1.9,1.9,5.8,1.45
245,20,2.35,2.35,7.35,1.8375
246,20,2.5,2.5,7.9,1.975
247,20,2.2,2.2,7.25,1.8125
248,20,2.45,2.45,7.45,1.8625
249,20,2.65,2.65,7.95,1.9875
250,20,2.7,2.7,8.1,2.025
251,20,2.5,2.5,7.65,1.9125
252,20,2.5,2.5,7.45,1.8625
253,20,2.35,2.35,6.95,1.7375
254,20,3.0,3.0,9.15,2.2875
255,20,2.6,2.6,8.45,2.1125
256,20,2.5,2.5,8.2,2.05
257,20,3.15,3.15,9.55,2.3875
258,20,3.25,3.25,9.55,2.3875
259,20,3.05,3.05,8.75,2.1875
260,20,2.65,2.65,8.1,2.025
261,20,2.55,2.55,7.95,1.9875
262,20,2.65,2.65,8.2,2.05
263,20,2.5,2.5,7.8,1.95
264,20,2.3,2.3,7.15,1.7875
265,20,3.5,3.5,8.3,2.075
266,20,3.3,3.3,7.7,1.925
267,20,2.4,2.4,6.25,1.5625
268,20,1.7,1.7,5.0,1.25
269,20,1.7,1.7,5.0,1.25
270,20,2.4,2.4,8.05,2.0125
271,20,2.4,2.4,7.2,1.8
272,20,2.4,2.4,7.15,1.7875
273,20,2.6,2.6,7.6,1.9
274,20,2.9,2.9,7.75,1.9375
275,20,2.6,2.6,7.5,1.875
276,20,2.85,2.85,8.05,2.0125
277,20,2.8,2.8,7.8,1.95
278,20,2.85,2.85,7.65,1.9125
279,20,3.25,3.25,8.3,2.075
280,20,3.15,3.15,8.15,2.0375
281,20,2.8,2.8,7.95,1.9875
282,20,2.65,2.65,7.5,1.875
283,20,2.6,2.6,7.15,1.7875
284,20,2.6,2.6,7.45,1.8625
285,20,3.25,3.25,8.35,2.0875
286,20,2.15,2.15,6.5,1.625
287,20,2.25,2.25,6.6,1.65
288,20,3.7,3.7,8.75,2.1875
289,20,3.45,3.45,8.65,2.1625
290,20,2.95,2.95,8.75,2.1875
291,20,3.1,3.1,8.45,2.1125
292,20,3.7,3.7,8.95,2.2375
293,20,3.9,3.9,9.35,2.3375
294,20,3.75,3.75,8.55,2.1375
295,20,3.75,3.75,9.3,2.325
296,20,3.8,3.8,10.25,2.5625
297,20,4.05,4.05,10.7,2.675
298,20,3.9,3.9,10.3,2.575
299,20,3.9,3.9,10.3,2.575
