epoch,loss,val_loss
0,252.88546336780894,257.969633622603
1,180.311635797674,223.21893310546875
2,106.83575231378728,187.6469823663885
3,59.006792935458094,152.28822326660156
4,26.083931836214933,115.28839180686258
5,6.865284377878362,84.17113009366122
6,2.219086852940646,58.419010855934836
7,0.6458362368020144,42.441288687966086
8,0.060009031133218246,33.22203202681108
9,0.11537564613602379,27.387872869318183
10,-0.4131391807035966,23.294389377940785
11,-0.3736333576115695,19.584521553733133
12,-0.4925536134026267,17.15211122686213
13,-0.5931736718524586,15.830206004056064
14,-0.2716197100552646,14.807049057700418
15,-0.5394460369240154,13.812880342656916
16,-0.4651380790905519,12.538233410228383
17,-0.508557224815542,12.038310224359686
18,-0.5959133343263106,11.511555151505904
19,-0.6273220831697638,10.962076100436123
20,-0.5216626443646171,10.812468181956898
21,-0.6526353738524697,10.48290928927335
22,-0.44562572782689874,9.606997750022195
23,-0.6289980845017866,9.404563730413264
24,-0.3182387365536256,9.386496370488947
25,-0.663825273513794,9.037683530287309
26,-0.6130209185860374,8.572213302959096
27,-0.6129355945370414,8.175364104184238
28,-0.5214290375059302,7.938254182988947
29,-0.6265654943206094,7.775970675728538
30,-0.3767541376027194,7.425066731192849
31,-0.6560524268583818,7.327613093636253
32,-0.6185371442274614,7.170834454623136
33,-0.6265493035316467,6.759817686947909
34,-0.5000329261476343,6.628455508839
35,-0.6033360768448223,6.409839283336293
36,-0.6235261505300348,6.095422267913818
37,-0.6402877840128812,5.843099247325551
38,-0.6660383993929083,5.548016634854403
39,-0.6717587817798961,5.479087482799184
40,-0.6438318978656422,5.349849744276567
41,-0.5992070978338068,5.206096562472257
42,-0.6612991473891519,5.083210251548073
43,-0.6481505957516757,4.999141389673406
44,-0.6114283745939081,4.843343821438876
45,-0.6465118256482211,4.649508389559659
46,-0.6637899604710665,4.528892235322432
47,-0.6600396524776112,4.407778479836204
48,-0.6380119703032754,4.3652591488578105
