epoch,loss,val_loss
0,103.0295710911979,130.2932169545236
1,73.74814108937453,116.9239138885958
2,71.29002586960492,104.56746290197324
3,69.54207151782903,89.83314096268697
4,68.18023840185977,78.44268442278532
5,66.65229989539466,70.30108128840001
6,64.9905339920851,65.72854579753013
7,62.31399526524003,62.39297847651956
8,57.52385249005757,53.66791323561165
9,50.335349412048494,46.71800561646121
10,43.683569194688005,40.344091444159275
11,39.100229825421,38.12289369286005
12,37.78486138447106,36.479150091583406
13,36.45201994850293,34.93570007630928
14,35.04805520199408,33.86247161405171
15,34.30925470155192,33.7492524726906
16,33.66259056975319,33.21765384003145
17,33.439191842259326,32.85856183689443
18,33.010873078699376,32.693717726510975
19,32.77180389913564,32.58484005568614
20,32.90395997333287,32.57044703996361
21,32.55438607886096,32.45450843159278
22,32.13673991340234,31.61353902002076
23,31.943617424376367,31.821995231973467
24,32.0795178329314,31.867206209269
25,31.96941389424975,31.478641260808438
26,31.705603991107317,31.664343024019022
27,31.683311889994354,31.50452377089304
28,31.645742413979633,31.68388021651225
29,31.625768803228958,31.28696595963521
30,31.75763743950678,31.431064778236887
31,31.627038177374928,31.39945513279594
32,31.585035787721726,31.22976830257243
33,31.606828679966387,31.271243061851617
34,31.419258396331248,31.79352758398008
35,31.621334606814443,31.67269321422481
36,31.47983844094072,31.506705317664984
37,31.601039062519217,31.52506421918246
38,31.496354742074193,31.61405763674022
39,31.571345603135732,31.359284348224275
40,31.34305944610903,31.111176878962684
41,31.440576570160143,31.283693371106633
42,31.377067155141376,31.28204876693649
43,31.422574689466348,31.1054648298714
44,31.292915442728575,31.62681540292711
45,31.307906508746015,30.96682661622014
46,31.394458917286293,31.09418546015294
47,31.219050448247106,31.30435650312721
48,31.24513263366084,31.404945459797155
49,31.37906922741561,31.070520592694308
50,31.202619350827312,31.33349740684931
51,31.2929772850248,31.113921956201295
52,31.086576898992814,31.360987207997386
53,31.343256304185996,31.248259922966884
54,31.16575621597713,31.30340351890679
55,31.10235837845118,31.027880060013814
56,31.0422924195489,31.07440943693995
57,31.222622239619717,31.074349178141684
58,31.222840556569903,30.902461545551244
59,31.028994639514377,31.16398573640603
60,31.02672832018182,31.062278114970606
61,30.992801353973466,30.90323229650756
62,31.110295307726343,31.009109084929655
63,31.012750255671197,30.72409545476712
64,30.975719394251442,30.88688139220578
65,31.07793670337206,30.78480456941691
66,30.834950576801443,30.687972763674942
67,31.00306202722737,30.812010750698683
68,30.83260533311205,30.553290659458792
69,30.871989903582133,30.668516676629608
70,30.756940000903995,30.476397576643595
71,30.517416120476327,30.48061538581273
72,30.463545477360263,29.948876385712744
73,30.303175894979866,29.852586794139153
74,29.93398866245068,29.954504080154187
75,29.810967373307466,29.86501121520996
76,29.37952687097737,28.845198473139625
77,28.90294007029882,28.34629006122225
78,28.636662576901223,28.196386327695606
79,28.271442422938886,28.219122469724724
80,28.290370840269613,28.17656818945803
81,27.88811115533939,27.778691296601416
83,28.058477951837727,27.755366972343406
84,27.492286876707293,27.266569348435905
85,27.286357771539567,27.060263025101705
86,26.955962697564804,27.19756590301667
87,27.056352516866152,26.9710167832111
88,26.763438765288,26.36924991895206
89,26.412008645852808,26.3929745180523
90,26.31309244074209,26.59679938081521
91,26.114508676889262,26.12726336148516
92,25.889003386125157,26.187633686928294
93,25.76794217155322,25.428125199361062
94,25.527675542182827,25.42541868123577
95,25.565336104904674,25.609204488783025
96,25.23002205567636,24.728254069035977
97,25.057212757523775,25.210913825873753
98,24.892553245390694,24.56880161151215
99,24.635308921487265,25.22147538074896
100,24.39974897033922,23.89467290178615
101,24.004674207653746,23.925807818695528
102,23.911592855861866,24.08307716714677
103,23.440840766772215,22.869439216115367
104,23.418303131756915,23.30588937884
105,23.072455180381947,23.328214645385742
106,22.836820520742112,23.145162534474128
107,22.550523347157977,22.664315803566172
108,22.78810561393911,22.819614017429064
109,22.248741536656915,23.537533908633133
110,23.013546451213077,23.84972939419387
111,23.625037198102746,26.899030225360814
112,23.870662295247804,22.94520301435461
113,23.20166886663557,23.36877487412649
114,22.69797769061264,22.870414685963386
115,22.14802751853424,21.94317507144794
116,21.508630176034924,21.858918424826772
117,20.9784091617959,21.951414798372355
118,21.126163040660792,23.83761430864957
119,21.501450750029058,22.03426362042451
120,20.818333633000066,21.309869785404686
121,22.9246907366313,22.85737848521477
122,21.57282073792042,22.417843976811547
123,20.776893087238147,21.268240530886242
124,20.481521779403877,21.341045072929344
125,20.001857767177167,21.274877231923778
126,19.575243029846654,20.192790132072105
127,19.393623003731445,21.500233022411862
128,19.25807973299579,20.242153100631946
129,18.92797427093352,19.982144322227594
130,18.774411225499072,19.79482122641712
131,18.801549892281404,19.664450822763108
132,18.55854828351691,20.312536009592026
133,18.42445015126572,19.792570056627742
134,18.09964729736674,20.098694374812908
135,18.78354255858837,19.815248077239225
136,17.88281548954077,19.260125644242944
137,17.55976787322114,19.61089185015041
138,17.55237283874819,19.629251710134536
139,17.279769651235203,19.761407871342186
140,17.425011871443587,20.571530231878388
141,17.074041779755945,18.866004282505667
