epoch,loss,val_loss
0,75.49106272998418,83.03030534645707
1,65.62059385060357,65.11867333038238
2,53.10589778015369,42.418929740650675
3,38.26942344491473,36.04200061693742
4,34.7055011575213,32.99872909128485
5,33.248454917066454,33.285247014286306
6,32.78889077335256,32.509284747045456
7,32.33960921138865,31.506306964213362
