epoch,loss,val_loss
0,107.6059965715,128.90755880537944
1,74.2258835799748,114.00893816157202
2,71.3706017213144,104.3210693819439
3,69.5057768545463,89.22049444764103
4,68.05362850352559,82.00677448061842
5,66.7853334700731,73.61542480315396
6,65.4383817619881,67.25081546342552
7,63.84736119229487,64.77291289286397
8,61.584766637768496,62.87085940490416
9,56.91228407276067,53.40503732882552
