epoch,loss,val_loss
0,245.0797620500837,243.6442097255162
1,49.61662687574114,80.87860352652413
2,28.25012969970703,51.46160370962961
3,25.42765188217163,70.24732289995465
4,21.772857666015625,87.99625205993652
5,20.592369420187815,96.93855667114258
6,20.03694180079869,100.47941316877093
7,19.242416994912283,96.14746257237026
8,19.173908233642578,80.32086999075753
9,17.68993057523455,76.59300122942243
10,17.07239614214216,80.49889046805245
11,17.309138434273855,58.304137911115376
12,15.663023403712682,53.903462818690706
13,15.331575393676758,45.1702641078404
14,14.874200548444476,41.74122674124582
15,13.798048155648369,40.82432065691267
16,13.725124972207206,35.783844266619
17,13.285587855747767,34.136046409606934
18,12.59695645741054,31.21670709337507
19,12.77322666985648,25.675583021981375
20,12.613314730780465,27.531487192426408
21,12.437797818865095,24.980629784720286
22,12.55426379612514,24.895633425031388
23,12.086700439453125,22.765132086617605
24,11.735590594155449,22.19927610669817
25,12.093832833426339,22.278896604265487
26,12.176723275865827,16.823948247092112
27,11.50890486580985,16.494156564985
28,11.394991193498884,15.310286726270403
29,11.47555650983538,15.306509699140276
30,12.035556282315936,15.901028292519706
31,11.238902705056327,14.83456918171474
32,11.346720831734794,15.200286252158028
33,11.208620207650322,13.79734992980957
34,10.860125473567418,13.805023533957344
35,11.051935264042445,13.56211165019444
36,10.600659472601754,14.262557302202497
37,10.750358240945,12.943308012826103
38,10.565411022731237,13.167056832994733
39,10.47106398854937,14.051051821027484
40,10.280006817408971,12.477857794080462
41,11.21558598109654,12.356547560010638
42,11.124224288122994,15.676664284297399
43,10.475505317960467,12.994791984558105
44,10.544138942446027,13.577115944453649
45,10.398459127971105,13.82909107208252
46,9.643935510090419,12.272674901144844
47,10.107479708535331,13.076655864715576
48,10.355054003851754,12.826085635593959
49,9.649680750710624,11.733688013894218
50,9.913228988647461,11.640779563358851
51,9.466740335736956,11.903694697788783
52,9.463718039648873,12.796820436205183
53,9.31217646598816,12.881468977246966
54,9.329427719116211,13.519617216927665
55,9.593045234680176,11.929526873997279
56,9.916035788399833,11.386755772999354
57,9.269397974014282,13.42402274268014
58,8.986769471849714,13.305585724966866
59,8.836727380752563,12.624778134482247
60,9.340708085468837,12.994597707475934
61,9.49553118433271,12.359828131539482
62,8.85833580153329,12.346050875527519
63,9.153718096869332,11.691531726292201
64,9.311032669884819,13.005435058048793
65,8.352662767682757,11.761493137904576
66,8.424433401652745,11.592353548322405
67,8.581307530403137,11.742070402417864
68,8.491807324545723,12.160530158451625
69,8.41478065082005,11.10542345046997
70,9.082590443747383,12.16553156716483
71,8.24024258341108,11.262204102107457
72,8.447934014456612,11.399197237832206
73,8.43627313205174,10.747800384249006
74,8.123682362692696,11.542407035827637
75,8.038366794586182,10.526253155299596
76,8.191985062190465,10.657836096627372
77,8.0984069279262,10.472068616322108
78,7.862675292151315,10.372581788471766
79,7.759112851960318,10.323182514735631
80,8.398911850793022,11.048605237688337
81,7.712823050362723,10.143991572516304
82,7.903418864522662,10.521722555160522
83,7.887221949441092,11.098764896392822
84,8.218677691050939,11.109536239079066
85,7.447952355657305,10.01596713066101
86,7.721843685422625,10.3180559022086
87,7.042863096509661,9.75855963570731
88,6.926198925290789,9.742634773254395
89,6.801314643451145,10.166404213224139
90,6.6950817448752264,9.52479955128261
91,7.227424349103655,9.625050851276942
92,6.539767052446093,10.19294479915074
93,6.583188039915902,9.422247750418526
94,7.386257478169033,9.487722601209368
95,6.714544790131705,9.064397709710258
96,6.627827763557434,9.153879540307182
97,6.280710748263767,9.199105092457362
98,6.748669896806989,9.397958585194178
99,6.269376073564802,9.048417466027397
