epoch,loss,val_loss
0,275.02920423235213,280.4716491699219
1,78.95940058571952,113.07545743669782
2,24.686880384172714,52.883779117039275
3,23.79543924331665,60.34048843383789
4,19.95447015762329,76.7111930847168
5,18.184480598994664,86.83501979282924
6,17.06749984196254,86.94955662318638
7,16.990723064967565,87.04446956089565
8,16.23218563624791,84.09727750505719
9,15.475796018327985,80.47175053187779
10,15.493908269064766,74.36740248543876
11,13.899127755846296,67.36144992283413
12,13.823017869676862,68.10040719168526
13,12.513636180332728,56.28776005336216
14,12.12671525137765,53.45478112357004
15,11.583994933537074,49.58822059631348
16,11.129651069641113,43.69389806474958
17,10.510884863989693,41.09907831464495
18,10.566568885530744,38.23114367893764
19,9.819659199033465,31.522657803126744
20,9.67782187461853,29.59305340903146
21,9.938729558672224,25.55816684450422
22,9.27518994467599,23.723410606384277
23,9.019054583140782,24.123187610081263
24,8.903304951531547,23.362476893833705
