epoch,samples,wer,wer_norm,cer,cer_norm
0,256,1.0,1.0,2.0,0.6666666666666656
1,256,1.0,1.0,2.0,0.6666666666666656
2,256,1.0,1.0,2.0,0.6666666666666656
3,256,1.0,1.0,2.0,0.6666666666666656
4,256,1.0,1.0,2.0,0.6666666666666656
5,256,1.0,1.0,2.0,0.6666666666666656
