epoch,loss,val_loss
0,320.00828225272045,322.9293300083705
1,191.73220934186662,260.8292672293527
2,109.49548394339425,220.5456030709403
3,92.15223067147392,206.93396759033203
4,90.37522234235492,202.28928593226843
5,100.02693040030343,204.44786725725447
6,86.28125953674316,202.03381620134627
7,96.84560339791435,204.13026918683732
8,87.25543485369,198.4911253792899
9,83.68441390991211,198.72383063180106
10,85.96398517063686,195.94960621425085
11,80.07474654061454,193.28443036760603
12,89.36019134521484,191.62050083705358
13,90.47231728690011,191.33268356323242
14,82.23487036568778,189.98856953212194
15,83.14889826093402,180.7859240940639
16,77.77333232334682,184.1184414454869
17,90.36254719325474,178.903436933245
18,87.35671969822475,181.05820737566268
19,80.97123309544155,179.82108742850167
20,92.10425513131278,175.8637809753418
21,75.23735509599958,178.83815710885185
22,86.63281386239188,176.43810163225447
23,83.97663388933454,179.04473658970423
24,87.92525318690709,181.32802363804407
25,86.67221696036202,174.82686723981584
26,82.09814180646624,184.22432109287806
27,75.74442836216518,176.06907980782645
28,74.178649357387,178.3081828526088
29,87.10677228655133,181.0389780317034
30,81.1344359261649,171.39088085719519
31,76.92972155979702,177.11927577427454
32,72.35984475272042,175.364990234375
33,74.71731758117676,180.6941304888044
34,77.0604888371059,173.06433050973075
35,75.24536568777901,165.79212515694755
36,72.0805080958775,176.77946308680944
37,81.23033469063895,166.99239431108748
38,77.64163725716728,169.8349039895194
39,83.92550495692662,173.7084503173828
40,82.03177997044155,171.16634041922433
41,86.16138907841274,166.39658219473702
42,78.14638710021973,173.65044566563196
43,71.20019449506488,171.86632210867745
44,73.72265325273786,172.596038545881
45,70.89770644051688,174.14488819667272
46,78.08883503505162,174.85038893563407
47,74.88956533159528,181.78099931989397
48,69.6437748500279,177.6799204690116
49,69.96573993137905,174.7462523324149
50,79.97748293195453,179.51867348807198
51,89.55467169625419,166.18602534702845
52,65.71189362662179,177.68147441319056
53,63.031048093523296,176.44135120936804
54,67.70364883967808,174.6875948224749
