epoch,loss,val_loss
0,285.6489146839489,275.1670005104759
1,213.1113739013672,237.4060821533203
2,144.93683554909447,198.8600519353693
3,82.86164717240767,160.9050286032937
4,27.869835420088336,119.19521817294034
5,9.285473866896195,85.86493648182262
6,3.7638386487960815,58.83473760431463
7,5.904703470793637,40.73030731894753
8,0.003662501885132356,29.84317328713157
9,-0.052783902395855294,21.838088989257812
10,-0.36841232668269763,17.199823682958428
11,-0.2719665752215819,15.536566517569803
12,-0.5183714953335848,14.041901805184104
