epoch,samples,wer,wer_norm,cer,cer_norm
0,20,39.0,39.0,116.3,29.075
1,20,26.9,26.9,80.0,20.0
2,20,43.0,43.0,128.3,32.075
3,20,40.1,40.1,119.6,29.9
4,20,40.2,40.2,119.9,29.975
5,20,41.7,41.7,124.4,31.1
6,20,35.9,35.9,107.0,26.75
7,20,39.7,39.7,118.4,29.6
8,20,41.6,41.6,124.1,31.025
